K	L	M
22.85	13.31	23.22
28.17	25.1	27.78
19.08	16.66	20.85
24.76	15.89	30.48
36.57	19.16	21.12
21.39	21.85	28.06
16.41	30.51	15.76
18.38	25.07	15.77
15.99	13.07	10.77
22.9	23.28	15.37
16.7	28.35	15.54
20.72	10.01	27.41
33.82	15.18	21.82
26.6	17.5	13.69
19.86	29.72	20.77
30.17	10.74	27.45
21.96	22.68	23.94
27.42	19.73	13.16
33.44	30.2	33.09
29.36	28.12	24.17
14.87	28.41	31.24
18.3	26.78	32.17
22.39	14.06	32.25
18.11	18.23	12.62
15.18	21.08	17.7
19.67	20.64	18.4
22.63	19.19	24.22
22.34	21.67	17.38
14.11	28.9	16.71
25.19	11.59	27.67
24.35	23.74	16.39
30.09	21.9	23.35
27.87	20.3	17.87
14.61	27.48	23.1
21.59	23.64	26.11
15.69	20.68	13
14.55	17.92	21.63
29.84	14.58	16.4
15.36	20.88	21.88
24.53	28.59	18.37
21.85	17.97	18.84
16.84	26.33	10.76
14.41	20.03	29.05
33.68	14.52	40.78
29.42	21.1	25.28
28.68	23.93	27.95
20.01	19.02	21.91
31.88	11.81	13.39
22.29	20.72	24.49
16.08	21.79	28.24
20.05	21.57	25.42
18.82	31.48	14.67
18.7	28.23	26.65
24.11	15.21	23.85
16.21	13.5	24.83
24	24.24	35.42
15.16	18.15	31.01
29.83	29.89	17.82
15.37	20.69	18.62
18.69	17.39	27.38
20.15	30.4	17.77
18.92	27.71	8.21
35.89	22.01	20.42
26.87	25.25	14.75
26.75	21.26	27.43
18.35	27.52	5.92
22.75	18.75	21.69
24.92	23.79	13.82
20.95	23.88	25.43
21.04	19.82	21.3
13.88	15.33	20.54
23.05	23.41	29.28
23	22	21.41
20.39	19.53	18.27
20.04	24.7	17.04
17.38	29.28	22.56
22.97	16.27	25.5
29.12	19.06	22.35
17.49	19.12	23.75
18.15	29.34	8.81
16.75	13.07	17.81
13.69	18.71	28.97
22.55	18.57	22.57
18.6	20.28	14.98
14.32	29.74	22.45
21.81	29.33	28.49
20.92	25.19	19.14
26.25	8.2	26.36
21.25	18.21	21.57
28.09	15.94	19.01
26.55	32.61	30.77
16.83	21.45	21.53
20.96	23.75	6.56
16.11	26.32	10.08
22.75	26.09	25.93
18.27	14.11	19.37
22.96	10.99	8.85
14.88	20.03	19.77
38.68	29.81	16.68
21.97	18.72	24.34
26.63	23.3	28.02
26.8	19.88	23.19
21.16	11.04	19.39
19.08	11.5	3.96
24.55	34.67	12.78
25.45	22.24	23.69
17.15	34.62	16.03
16.52	14.74	11.08
18.22	27.97	26.72
15.86	23.54	9.92
20.44	23.56	18.08
16.54	16.87	22.43
16.76	17.68	15.15
24.3	17.13	12.19
30.18	19.69	20.13
30.42	18.52	24.34
21.36	22.92	26.23
23.27	17.41	16.66
22.67	21.69	19.29
21.18	24.55	17.54
18.83	15.83	18.85
20.7	19.97	19.47
33.86	23.52	25.79
16.87	24.7	16.22
17.34	31.07	16.2
32.66	17.35	24.81
28.77	24.8	15.81
17.01	22.78	20.53
23.6	30.23	10.44
18.57	21.4	21.65
17.92	19.39	22.73
20.49	29.43	25.82
20.36	19.24	11.39
17.51	31.32	16.61
15.49	18.7	17.36
17.55	18.02	12.72
25.16	16.16	29.32
22.71	23.06	15.45
17.38	14.92	16.84
18.47	15.36	17.76
20.27	26.17	31.07
23.45	30.08	23.2
14.61	28.21	26.79
23.29	17.32	19.77
15.23	25.52	24.71
13.89	17.36	23.47
36.02	15.76	19.7
15.27	18.66	33.45
14.65	22.13	21.36
15.42	16.51	27.31
20.73	9.35	18.59
14.53	31.23	29.12
14.99	21.6	20.65
25.4	11.24	19.02
19.46	17.05	19.98
17.03	14.4	26
17.91	12.63	26.21
13.98	16.4	22.66
19.58	22.94	22.83
28.29	18.1	18.46
19.07	29.49	10.87
17.08	20.78	28.73
20.13	7.91	32.21
32.01	20.35	17.97
18.89	17.44	25.87
34.51	21.69	25.57
19.13	23.84	24.52
21.35	24.7	26.84
20.91	22.53	22.49
17.84	22.77	12.59
17.71	20.95	13.93
21.89	23.62	29.92
17.79	17.78	31.17
22.51	31.37	29.41
19.22	22.94	21.03
30.79	28.71	20.38
20.38	19.3	19.93
16.95	17.9	19.04
23.85	21.11	25.39
21.31	21.12	18.06
19.08	28.39	17.7
19.89	22.56	22.18
24.23	31.49	22.23
23.43	14.04	26.35
26.98	7.59	27.25
18.25	13.43	21.87
21.69	19.55	26.46
14.26	18.87	22.93
21.54	20.07	28.86
20.71	34.68	22.78
20.73	16.93	15.47
19.8	27.27	22.18
16.28	21.81	24.22
25.38	24.48	25.68
19.41	27.14	31.83
16.14	14.18	15.74
17.87	14.3	25.57
28.1	30.37	26.45
28.72	27.96	26.2
23.37	30.36	31.42
29.59	37.44	26.8
29.26	10.99	19.76
37.93	27.34	21.19
17.76	26.53	11.96
14.8	19.28	21.22
18	19.5	26.66
27.13	10.95	18.35
27.3	26.21	15.69
27.93	20.7	21.46
19.12	21.77	25.08
22.16	20.15	33.39
27.56	16.75	18.5
14.31	17.34	5.77
21.98	20.15	9.46
19.6	20.85	16.99
17.03	12.47	19.78
23.34	18.09	15.04
21.22	26.86	13.57
16.77	15.88	32.23
16.99	31.5	9.74
24.03	20.58	26.53
18.95	22.62	18.21
18.68	25.02	21.2
22.07	30	17.81
24.92	20.19	21.45
14.36	30.45	20.37
15.56	16.5	32.69
14.79	22.65	30.5
18.67	25.53	15.04
20.45	32.13	25.57
29.79	30.57	19.87
17.44	27.67	23
24.66	16.1	11.58
26	22.44	27.5
21.03	30.99	21.34
15.2	26.79	27.82
21.29	23.05	25.16
24.93	25.07	22.54
27.53	17.85	12.96
13.99	19	21.93
24.14	18.58	18.31
25.27	13.53	29.01
15.67	24.24	16.44
23.76	14.68	19.13
22.12	12.59	17.41
24.32	19.3	22.96
20.36	18.45	16.11
29.18	14.03	21.32
13.85	14.73	26.17
25.47	20.01	16.66
18.56	11.66	15.57
16.91	12.31	24.49
26.02	21.96	18.52
22.38	17.89	28.53
20.7	25.1	19.99
17.75	18.2	22.16
20.75	37.59	14.98
20.52	29.44	13.88
16.69	20.11	18.26
20.91	17.85	27.47
21.59	15.8	21.98
18.93	19.25	16.7
14.49	19.42	23.17
24.27	15.59	16.51
41.25	26.48	13.97
19.76	27.71	22.46
19.66	23.27	19.4
15.84	30.84	20.12
21.13	26.82	17.22
23.07	21.92	21.45
15.26	24.1	17.69
17.67	28.03	8.94
26.5	17.79	32.07
16.69	26.98	8.52
19.6	22.67	27.68
20.91	15.49	20.28
17.47	15.05	20.83
32.24	24.87	26.55
30.84	23.82	20.43
22.04	16.78	26.19
26.59	22.84	17.78
30.04	18.98	24.07
23.06	22.82	14.58
25.51	22.62	15.13
17.85	19.99	16.93
20.75	12.88	27.25
19.58	23.92	24.43
23.69	19.39	30.54
19.95	10.57	27.27
35.54	21.19	13.51
26.3	17.76	32.68
32.33	21.73	21.9
15.88	30.42	18.77
20.94	24.99	20.53
15.3	15.66	23.95
21.3	17.8	14.33
18.65	14.24	23.32
14.56	26.97	27.82
21.17	26.79	12.05
15.08	35.45	25.94
30.08	31.55	23.3
14.76	17.02	35.25
34.17	30.82	26.84
14.73	26.71	16.79
18.32	15.3	18.68
22.08	21.05	18.59
27.77	12.91	17.84
20.38	22.47	18.86
16.39	13.19	35.19
19.79	25.74	19.94
25.65	27.8	30.1
20.9	20.05	18.59
17.41	17.38	25.42
24.4	15.84	15.02
14.78	26.68	5.75
22.34	26.71	20.86
15.6	17.31	19.05
22.84	24.88	21.32
26.39	21.61	22.38
27.22	23.56	29.14
18.41	26.3	15.7
16.07	25.95	14.12
20.97	24.6	26.09
19.76	11.6	22.72
20.35	16.55	15.46
19.22	26.51	15.74
24.4	14.88	20.3
32.54	26.82	22.14
27.06	18.3	26.82
17.87	31.58	17.21
19.19	17.09	18.75
30.21	19.67	17.23
17.64	11.05	27.27
22.97	22.25	21.53
23.16	18.65	18.74
20.71	18.35	22.7
17.97	22.27	26.77
22.64	18.58	23.09
20.54	20.09	29.3
20.59	23.39	33.94
22.15	18.28	12.51
17.97	16.71	25.85
18.48	18.69	22.21
22.86	25.66	18.91
28.82	17.12	28.33
19.97	24.65	21.37
14.3	18.37	17.33
21.57	21.67	29.87
21.89	19.93	13
23.24	19.62	21.44
21.45	19.9	21.11
16.21	28.64	10.9
15.39	29.89	33.21
24.85	18.66	24.54
21.07	23.41	21.48
42.58	16.72	23.33
43.38	19.89	20.54
20.08	26.64	21.66
14.12	29.62	12.8
14.82	18.33	12.86
23.02	13.58	24.88
24.93	24.23	16.59
16.69	13.27	19.31
19.31	23.03	24.27
20.83	23.3	20.5
14.67	12.19	24.27
16.97	10.86	16.08
19.98	27.2	22.03
19.48	24.18	18.11
25.93	37.3	22.48
39.44	23.07	24.91
18.21	31.52	21.7
14.9	10.73	29.44
13.92	22.96	24.17
21.96	23.5	21.25
21.95	30.89	27.22
27.15	19.36	25.25
28.64	19.82	21.29
17.48	25.89	23.44
18.83	27.34	28.14
17.74	28.44	27.75
27.91	31.92	24.35
19.67	15.75	20.83
16.76	10.56	24.91
19.35	9.12	22.52
14.11	29.98	25.8
17.12	14.01	13.93
27.19	24.38	12.47
19.01	25.78	23.4
18.53	23.63	26.89
18.25	26.24	27.71
21.92	17.95	19.03
27.95	27.03	25.01
23.75	22.03	22.65
14.16	25.56	35.57
22.83	15.98	33.16
34.16	17.15	20.51
50.75	10.2	23.64
17.9	10.8	32.92
13.74	15.71	28.64
21.87	30.93	28.59
19.29	26.42	16.19
33.93	28.73	24.89
16.42	18.42	19.65
16.48	12.11	22.56
25.69	27.52	19.3
15.74	25.61	15.78
16.04	12.03	22.51
28.86	28.13	24.77
24.28	18.57	24.81
19.85	21.26	25.39
27.65	18.59	19.33
31.66	32.01	33.39
16.86	28.65	24.11
38.86	21.86	16.84
29.69	7.23	32.53
22.65	20.32	17.35
21.16	17.91	14.09
21.09	24.26	21.78
18.32	18.42	22.18
25.22	24.47	12.58
23.27	25.1	26.48
19.84	19.86	20.98
19.76	13.48	27.81
16.42	24.08	17.29
14.96	16.82	18.22
32.13	13.41	22.91
27.71	8.04	34.66
17.21	38.06	34.09
15.77	20.19	31.01
30.86	11.45	18.26
13.66	24.76	17.51
23.41	19.3	28.76
20.7	22.04	28.02
26.86	19.95	9.33
15.83	16.19	30.53
15.82	23.4	12.45
19.2	21.47	19.32
17.63	17.28	35.01
19.25	24.14	18.51
20.67	24.64	20.85
48.82	26.7	19.18
37.64	21.26	18
36.98	29.24	29.53
24.15	18.99	27.61
17.4	25.56	29.93
15.54	11.01	22.67
18.71	29.06	15.22
23.84	27.33	24.8
18.28	29.9	30.07
31.26	14.96	15.51
18.86	8.14	31.74
20.11	20.25	18.26
21.1	19.9	32.58
21.54	15.88	6.34
17.77	15.43	19.72
21.19	23.61	16
20.38	16.8	17.68
20.62	18.56	20.83
15.47	31.02	25.05
16.98	21.56	25.87
16.56	22.46	26.95
21.62	23.08	10.37
24.49	20.7	26.05
16.49	33.56	27.57
18.26	20.06	13.19
19.28	23.06	26.48
20.8	24.08	26.86
19.96	22.47	20.4
16.56	11.8	21.05
20.2	15.47	31.02
14.04	22.62	22.56
24.18	18.5	25.83
22.01	24.52	19.82
22.95	24.72	15.5
17.74	27.57	23.79
16.41	21.68	19.75
21.83	23.53	10.86
21.52	26.93	21.02
19.88	17.29	31.59
18.5	21.72	15.39
18.67	16.29	16.06
31.61	27.4	15.29
41.99	15.3	21.75
26.94	25.64	19.81
19.99	19.28	21.89
46.93	27.66	28.08
30.04	34.75	17.75
18.26	26.71	24.76
32.16	25.69	27.24
16.07	31.08	24.64
24.04	20.75	22.16
24.39	17.16	16.72
22.97	18.23	13.67
16.49	15.11	24.98
17.13	9.61	25.63
25.58	20.92	32.18
13.56	34.13	26.86
36.97	31.29	22.88
19.48	32.9	26.73
20.94	20.73	21.05
17.68	28	20.72
20.11	13.6	12.42
14.2	24.73	36.23
23.35	30.72	25.88
13.83	22.34	20.67
16.18	27.27	22.19
28.43	17.35	22.42
20.92	25.22	24.42
16.7	25.16	30
14.97	33.4	32.74
18.5	22.67	17.99
19.28	39.89	25.66
27.66	24.79	27.38
19.43	12.35	30.36
28.16	13.6	19.67
25.49	26.77	15.17
20.5	23.26	20.56
13.32	26.93	24.09
25.3	12.84	20.33
15.75	22.1	26.75
18.17	24.55	18.69
15.58	21.06	17.75
19.37	22.64	22.28
20.36	24.12	32.8
26.21	13.53	24.19
30.17	22.85	10.99
21.96	23.85	16.94
25.1	19.7	25.42
25.8	22.72	19.46
18.75	28.58	28.76
33.17	11.65	21.88
14.94	15.94	22.12
20.96	24.56	22.61
39.35	15.65	25.21
19.25	9.16	23.53
22.42	26.42	18.31
21.39	13.51	24.12
15.82	23.83	28.58
26.26	13.18	14.73
32.72	16.16	20.38
23.68	19.71	23.2
26.54	17.45	27.34
27.78	24.09	27.99
36.72	15.99	25.71
13.16	12.14	28.76
18.08	28.85	16.14
18.56	31.83	22.93
28.91	23.09	29.41
29.59	22.47	23.39
22.85	25.84	13.66
15.26	11.41	16.83
38.29	30.53	26.44
18.29	20.98	13.53
19.65	25.09	21.35
19.6	25.24	30.33
19.56	30.94	25.89
14.56	22.44	29.77
15.07	22.18	25.37
28.03	23.02	30.37
19.04	12.16	14.9
16.77	23.31	31.44
35.04	20.23	12.9
32.85	25.58	17.75
31.39	24.3	13.85
17.83	15.48	21.78
20.91	28.3	19.68
27.54	20.21	23.43
18.35	28.36	16.69
19.94	24.28	29.77
21.03	15.11	22.96
20.27	14.33	19.26
24.75	21.13	18.87
19.48	14.61	30.22
38.22	10.27	24.65
16.62	23.26	29.41
22.39	19.06	25.58
15.41	28.33	11.37
17.47	13.98	21.18
17.87	23.54	17.95
16.45	29.49	16.8
29.27	16.73	23.29
25.86	20.11	31.9
37.88	24.56	25.44
23.94	6.51	18.56
17.19	19.76	12.88
22.54	22.11	23.35
17.36	28.14	25.27
23.11	16.6	26.56
17.78	25.32	35.77
18.85	7.96	25.41
18.12	39.05	18.53
21.56	23.28	21.95
20.5	33.53	23.29
27.56	26.34	20.31
15.37	21.53	15.94
45.49	19.57	13.33
21.14	18.53	25.33
21.99	38.87	21.1
16.74	24.7	26.09
28.59	25.28	31.48
23.93	26.15	14.71
22.24	25.21	19.45
18.74	23.47	30.17
20.96	11.92	27.23
13.91	25.3	29.41
20.37	26.81	23.39
15.55	19.49	26.45
31.13	16.33	19.38
14.14	16.98	16.29
32.38	29.88	18.5
20.02	15.36	21.05
24.81	19.86	18.23
22.46	25.87	27.1
18.59	15.18	17.64
17.64	24.46	38.03
17.08	25.64	20.59
30.83	34.8	22.11
17.97	27.52	11.21
22.28	22.93	25.57
32.79	24.06	17
15.18	18.65	15.19
19.24	12.61	31.38
17.3	33.9	27.22
26.32	18.92	28.2
26.28	19.49	29.83
25.93	23.32	20.77
15.9	18.89	13.33
17.13	15.51	31.01
16.21	18.13	19
18.46	19.96	29.27
18.41	20.56	28.07
15.21	26.21	31.5
15.31	19.43	22.32
18.42	20.79	21.7
14.7	20.26	16.88
28.84	28.07	13.83
26.99	20.59	24.24
19.52	16.46	21.46
23.34	25.5	20.23
24.27	26.71	15.3
30.48	27.8	17.23
14.15	29.09	12.15
18	28.14	18.95
20.3	20.87	16.99
17.85	21.4	11.92
25.46	18.82	28.18
22.09	25.37	25.2
28.5	25.44	17.97
18.11	12.48	20.13
24.75	25.79	22.57
21.55	24.07	29.07
21.51	16.54	30.62
13.56	16.79	23.34
24.8	23.14	18.78
22.23	16.22	16.83
29.38	25.45	16.02
27.97	21.87	28.28
15.37	6.41	16.44
26.34	20.47	14.3
18.9	31.77	20.4
38.66	17.3	26.43
17.41	23.98	13.39
18.3	21.56	21.53
20.76	7.5	24
21.25	22.77	26.61
20.42	23.97	14.87
16.27	19.14	19.4
26.56	18.19	17.97
21.79	25.2	29
23.52	28.07	29.4
17.35	20.59	16
22.73	39.82	18.86
23.87	11.4	10.21
25.56	29.26	15.46
17.8	23.81	30.54
15.79	18.01	31.11
18.71	19.89	25.9
17.16	20.89	18.52
23.98	26.69	21.45
28.96	23.61	21.85
18.48	14.32	19.08
22.59	24.29	29.3
21.96	7.44	25.54
30.31	32.54	23
18.92	28.66	27.09
25.1	22.15	22.84
18.47	21.72	28.66
24.67	26.81	27.36
18.46	32.55	12.15
24.8	23.62	15.18
15.54	18.87	14.76
20.73	25.93	28.23
18.02	21.01	22.5
21.19	17.65	8.09
23.6	19.81	18.68
17.22	16.26	24.91
14.02	21.3	23.2
14.21	23.62	26.7
24.42	18.22	23.99
21.35	18.66	22.58
16.7	23.38	24.81
17.88	19.43	21.34
20.24	27.49	24.82
17.5	32.69	22.39
19.62	28.63	26.76
18.08	14.99	23.24
16.14	27.6	27.11
27.09	30.05	23.04
20.11	23.73	20.14
28.53	19.35	24.07
16.95	23.5	18.94
18.06	31.23	19.54
36.52	31.21	22.09
30.19	29.45	23.68
26.75	27.91	21.45
17.41	28.8	17.64
15.18	29.68	17.23
19.34	21.3	15.98
33.33	28.35	30.17
16.36	21.41	28.87
17.02	7.14	1.28
20.76	18.92	9.86
39.18	20.55	7.47
23.68	20.79	12.53
18.71	29.46	35.17
16.31	27.03	23.89
37.38	15.5	28.87
25.97	13.35	31.83
37.28	19.63	24.2
16.02	27.42	17.95
18.39	19.52	16.45
17.85	27.17	28.84
30.27	16.59	26.03
21.38	17.49	5.49
18.45	19.92	23.47
20.61	22.95	11.96
15.66	10.4	28.04
22.92	21.54	27.27
34.83	21.75	22.2
18.99	26.18	27.41
14.54	20.95	30.97
26.79	24.31	26.08
17.68	7.53	20.5
16	24.01	25.63
13	18.88	14.8
22.01	24.79	11.23
17.91	20.42	23.91
19.48	22.44	25.99
14.8	18.41	20.24
25.33	24.72	20.42
19.51	30.99	27.31
17.06	20.25	16.46
22.45	22.55	28.14
16.65	24.96	14.75
19.57	19.48	19.16
23.07	12.21	17.81
17.29	19.61	35.41
35.28	29.58	26.38
19.51	22.13	21.86
17.74	16.38	20.12
16.99	23.23	27.04
32.37	17.53	25.13
15.23	25.26	12.05
18.94	31.55	29.7
24.34	16.38	17.52
29.85	19.48	20.97
17.49	24.43	26.33
16.21	22.27	15.17
22.51	26.41	14.45
21.1	33.71	25.6
19.16	36.04	24.9
20.75	19.64	22.27
20.27	20.67	25.98
22.59	24.24	29.67
23.95	24.54	20.63
14.12	22.05	30.74
30.6	27.34	23.26
24.27	17.38	33.15
20.2	17.71	24.89
13.59	20.97	22.84
24.33	21.51	22.93
15.24	21.22	22.3
19.4	28.3	18.68
24.73	20.63	25.62
23.74	29.65	31.06
22.69	11.27	26.11
27.93	22.56	16.41
21.61	30.03	16.75
21.13	12.96	24.32
29.76	19	18.83
16.67	17.4	24.07
26.73	20.24	31.43
16.79	28.29	20.16
23.38	20.51	25.82
27.04	17.03	5.43
18.52	25.36	21.34
19.61	25.2	25.68
17.13	14.7	20.57
16.42	15.58	15.03
26.3	18.55	12.67
15.16	21.9	29.78
20.32	23	7.72
17.32	18.92	20.82
28.36	26.53	32.94
22.27	22.99	19.89
41.83	25.75	5.49
17.37	14.22	29.49
25.69	21.65	13.11
20.42	22.09	24.7
18.07	17.46	27.5
29.68	22.81	23.34
15.89	31.35	21.33
28.81	21.52	16.87
33.45	25.86	27.95
21.2	33.16	18.86
23.99	30.72	20.16
24.73	17.68	2.66
23.58	20.86	18.61
24.68	11.29	24.69
21.73	27.95	21.95
14.96	29.16	25.99
26.49	17.08	27.92
20.21	18.23	31.55
23.01	21.61	5.34
17.23	17.92	24.32
17.77	16.29	17.43
22.37	13.29	22.93
19.5	33.05	26.14
25.14	6.18	19
15.59	32.18	29.61
31.09	25.44	26.35
17.11	23.87	22.26
19.76	19.02	25.92
17.17	15.22	23.06
20.47	12.69	24.74
27.64	19.86	19.29
32.4	22.42	17.73
32.22	19.39	22.41
20.94	29.11	19.68
19.11	14.1	10.86
20.72	15.77	24.6
24.96	16.41	18.84
21.39	22.59	20.48
16.78	23.53	18.34
40.71	11.05	7.37
22.25	22.59	22.61
15.93	29.89	15.37
18.28	21.81	26.01
18.64	29.04	16.5
23.13	28.61	23.97
27.16	29.13	14.38
17.04	16.1	19.09
25.57	21.65	20.85
27.24	32.58	13.62
16.82	26.26	23.23
23.41	24.58	31.63
26.54	27.6	26.56
26.61	17.71	27.73
43.95	31.27	16.97
23.83	24.91	27.6
16.58	21.84	28.18
22	20.9	15.08
15.47	31.05	26.4
18.11	30.63	20.99
21.18	18.2	28.4
27.85	24.79	22.77
30.11	24.64	20.44
18.7	23.5	22.03
22.34	22.77	21.14
29.89	19.39	15.13
16.19	22.23	19.38
22.77	25.81	13.88
15.04	14.48	20.57
23.6	24.41	19.81
19.8	24.29	19.54
25.15	22.76	31.39
17.84	-0.95	20.18
27.18	24.47	10.58
18.45	27.03	17.69
14.14	12.85	12.78
19.56	17.73	19.5
21.85	19.04	17.13
20.73	17.72	26.11
15.32	19.52	28.35
16.48	19.69	17.29
27.25	25.55	18.64
26.26	24.78	28.01
23.16	22.69	15.61
18.44	15.07	20.82
22.77	27.03	15.83
16.01	12.12	20.57
18.63	37.33	29.36
18.31	23.28	13.72
17.51	23.97	17.68
15.96	22.6	15.96
20.34	23.46	22.42
23.33	21.53	28.25
23.95	24.99	24.65
22.38	24.5	26.96
21.76	21.28	24.66
16.95	30.47	18.18
30.16	22.96	31.59
18.6	21.36	19.74
25.17	24.31	28.11
36.17	30.32	22.14
30.18	13.53	30.15
39.05	14.1	21.82
52.91	18.49	26.21
21.74	21.56	21.46
15.13	16.1	25.53
24.43	29.89	22.22
23.98	13.68	17.78
14.25	20.08	21.52
17.01	14.47	24.52
27.53	14.82	21.21
13.43	18.96	15.46
24.83	28.12	27.94
15.62	21.11	25.13
19.72	14.53	28.53
25.74	24.32	16.05
23.6	33.07	31.72
23.25	22.42	15.52
21.24	19.71	21.56
23.05	24.35	18.73
27.57	23.75	16.98
29.64	18.25	13.89
24.38	21.78	27.7
16.37	23.77	23.83
15.84	20.13	28.18
19.62	9.4	22.48
18.71	29.63	28.76
13.87	17.73	24.11
15.25	13.49	26.91
26.3	23.59	19.08
19.69	21.33	25.9
27.76	19.15	24.92
18.7	20.89	20.91
18.5	32.74	23.02
22.05	20	24.17
29.53	25.44	25.89
15.84	20.08	25.93
16.25	19.47	25.98
35.03	11.06	39.13
17.41	26.74	32.31
16.58	27.76	25.29
18.22	20.3	24.62
17.3	21.43	19.22
17.15	23.2	21.61
17.54	19.39	36.33
19.97	16.6	23.41
21.97	14.72	23.35
30.82	21.63	19.36
32.79	22.26	26.43
26.02	26.08	27.96
19.14	22.53	27
17.16	22.44	16.94
18.91	24.09	12.88
15.72	22.88	24.57
29.74	9.79	19.97
22.47	29.71	20.23
20.52	19.69	21.02
27.74	26.51	23.72
26.53	19.25	17.44
19.19	14.3	17.74
15.57	32.03	22.03
27.36	16.83	25.47
18.91	29.42	20.87
21.69	11.58	25.97
22.26	21.46	17.49
18.15	19.17	19.52
17.85	22.07	13.95
14.26	25	21
25.49	31.12	29.94
20.21	17.56	19.83
21.15	18.95	26.06
16.26	24.24	18.51
15.02	32.81	22.92
31.21	23.68	29.11
16.27	18.49	28.76
24.97	23.28	16.53
19.79	18	19.95
22.05	30.67	23.54
22.61	8.83	24.63
23.41	32.97	15.65
18.41	16.73	16.61
17.16	31.17	25.18
22.05	15.37	15.24
22.25	17.86	27.51
18.2	27.71	26.58
23.53	21.42	18.16
14.35	23.74	29.22
18.53	24.89	18.5
23.22	25	19.37
17.07	16.83	14.36
13.64	17.84	29.39
37.7	17.33	16.98
15.11	13.76	6.33
37.12	26.3	20.34
18.7	24.6	19.58
20.07	21	19.49
13.3	18.93	13.27
14.97	13.67	14.94
25.92	20.16	24.01
22.77	25.72	18.88
17.25	20.83	27.28
14.86	16.83	23.17
23.25	15.56	24.73
23.79	22.54	17.3
21.91	24.61	23.59
20.86	22.43	26.29
21.53	25.39	26.2
20.45	21.69	17.99
27.5	21.64	21.11
24.19	18.35	26.58
15.3	22.6	17.75
21.59	25.68	18.74
22.05	24.26	23.85
25.07	16.97	23.94
23.75	31.72	24.01
27.49	27.51	9.63
18.08	18.58	20.98
24.36	24.13	24.68
15.35	14.65	25.35
14.52	21.93	28.22
17.28	23.44	24.25
15.13	23.64	27.85
17.12	24.11	27.17
17.51	16.52	22.97
27.94	14.91	24.41
21.12	27.41	23.73
20.53	22.23	23.24
30.12	18.47	14.96
21.3	30.62	24.79
19.18	23.64	9.57
19.15	31.08	29.06
13.88	26.14	22.87
29.43	25.73	20.7
16.52	16.59	24.95
26.64	13.57	27.83
16.31	30.05	19.44
27.39	21.07	32.86
14.7	17.26	30.18
17.64	20.42	19.95
17.43	22.9	26.31
19.02	34.19	17.61
22.05	26.59	32.7
22.33	21.67	19.28
15.91	23.66	24.3
26.85	12.61	26.58
15.49	17.13	31.45
14.37	19.09	21.38
13.74	25.72	21.59
25.09	15.16	21.43
33.04	18.16	22.81
14.29	11.57	27.1
23.52	31.87	15.26
17.87	15.05	10.39
29.53	30.89	29.6
23.42	26.83	25.12
24.02	26.86	25.86
17.85	25.29	22.1
19.28	18.09	10.99
20.13	30.44	20.68
18.89	19.88	13.09
21.93	22.08	27.39
17.75	19.57	22.05
23.78	19.5	16.98
26.22	33.95	17.08
14.82	24.77	18.32
20.53	18.78	26.99
24.44	21.81	28.1
14.51	16.46	19.08
25.4	21.3	13.63
14.41	30.25	31.54
26.84	22	16.9
23.42	17.71	21.75
25.84	7.79	16.5
19.76	15.4	26.6
25.08	19.74	24.36
19.82	21.18	28.45
25.51	11.96	22.95
28.07	27.03	23.56
25	19.14	27.48
16.53	26.96	10.19
28.05	23	18.64
14.12	28.05	21.53
22.85	17.74	31.67
30.16	20.32	31.65
22.49	21.69	24.66
29.72	22.2	16.31
39.45	33.36	21.03
21.27	30.71	22.6
24.52	24.47	32.83
23.65	26.49	34.99
22.48	20.6	25.82
19.08	13.31	20.66
18.63	31.74	16.67
16.77	24.02	21.09
21.29	11.8	33
15.73	30.82	15.31
21.1	17.98	26.14
14.2	29.04	19.27
18.22	26.2	17.87
36.26	28.91	14.02
20.74	17.96	26.6
15.8	20.73	24.2
17.98	16.33	24.64
24.45	10.86	24.13
17.26	27.71	32.07
23.58	24.49	23.7
33.78	24.5	16.59
20.56	21.19	22.76
31.07	23.68	21.1
14.89	25.62	25.52
36.45	30.33	16.76
15.98	29.64	12.52
19.45	24.45	15.32
17.64	21.87	22.53
25.35	33.16	22.6
21.53	18.38	23.92
19.44	14.4	21.98
15.07	18.85	23.62
15.48	16.35	13.76
22.44	22.08	29.87
22.67	18.02	33.35
13.76	12.13	22.15
19.07	18.9	19.26
17.4	23.01	16.14
20.23	22.92	10.68
27.58	16.34	11.51
27.43	23.91	25.86
26.87	15.16	21.96
14.82	13.5	19.73
23.26	27.53	30.1
28.39	16.29	22.61
28.75	15.92	24.82
20.7	25	13.52
17.97	13.22	23.79
14.71	22.99	25.41
22	15.37	16.18
25.82	28.72	30.54
13.12	19.39	23.07
19.69	29.78	20.91
16.36	20.17	6.96
19.34	25.48	20.05
19.62	24.38	23.44
31.64	20.9	17.42
36.11	30.67	19.41
15.06	20.86	30.14
21.99	20.97	24.84
30.85	23.56	14.79
19.04	23.02	29.95
24.88	29.61	24.7
21.3	21.27	21.44
28.76	21.38	25.33
24.94	25.77	15.01
17.2	20.64	28.05
21.24	6.83	16.11
16.05	18.26	35.82
31.34	28.59	28.92
21.93	30.76	14.36
22.12	25.84	12.67
21.48	21.82	17.49
15.35	21.95	29.68
14.31	32.69	26.36
15.68	12.48	19.43
14.76	31.51	39.59
13.5	18.36	20.25
42.61	21.82	13.22
17.15	24.3	22.32
35.4	30.99	12.16
